City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,pisco,-13.7,-76.2167,73.45,78,0,19.57,PE,1712878174
365,ambon,-3.6954,128.1814,85.87,95,40,3.44,ID,1712878174
366,celestun,20.8667,-90.4,77.61,58,21,17.22,MX,1712878175
367,nelspruit,-25.4745,30.9703,62.89,82,56,6.91,ZA,1712877954
368,cavelossim,15.1726,73.9419,80.58,79,43,4.99,IN,1712878175
369,al jumum,21.6169,39.6981,76.12,42,78,4.83,SA,1712878175
370,barcelos,41.5388,-8.6151,60.94,81,100,5.5,PT,1712878175
371,ust'-kut,56.7938,105.7672,22.44,96,89,3.0,RU,1712878000
372,mammoth lakes,37.6485,-118.9721,63.32,26,0,14.97,US,1712878175
373,ziro,27.6333,93.8333,49.46,83,100,2.73,IN,1712878176
374,totness,5.8833,-56.3167,80.49,79,14,11.18,SR,1712877921
375,sona,45.4388,10.8255,57.33,82,0,4.61,IT,1712878176
376,thompson,55.7435,-97.8558,33.96,75,100,8.05,CA,1712878176
377,guiuan,11.0333,125.7247,81.05,77,97,8.05,PH,1712878176
378,fale old settlement,-9.3852,-171.2468,85.24,76,22,8.66,TK,1712878176
379,tazacorte,28.629,-17.9293,72.57,46,100,10.36,ES,1712878176
380,longmen,24.9597,118.0889,68.61,85,38,1.66,CN,1712878177
381,zabol,32.25,67.25,60.35,41,83,3.22,AF,1712878177
382,boguchany,58.3814,97.4531,23.86,87,100,1.99,RU,1712878177
383,broken hill,-31.95,141.4333,56.95,55,24,10.71,AU,1712877950
384,brokopondo,4.75,-55.1667,83.03,73,91,7.9,SR,1712878177
385,villamontes,-21.25,-63.5,61.05,83,100,4.43,BO,1712878177
386,roma,43.2128,-75.4557,63.82,81,100,14.97,US,1712878177
387,mazamari,-11.3258,-74.5308,77.23,85,84,0.78,PE,1712878177
388,narsimhapur,22.95,79.2,79.83,53,100,1.95,IN,1712878178
389,nemuro,43.3236,145.575,40.8,95,100,15.95,JP,1712878178
390,sanctuary point,-35.1114,150.629,66.97,68,86,1.21,AU,1712878178
391,aljezur,37.3191,-8.8033,61.48,75,67,4.63,PT,1712878178
392,nagqu,31.5,92.0,28.17,53,100,7.23,CN,1712878178
393,antofagasta,-23.65,-70.4,67.28,89,84,6.17,CL,1712878050
394,bardai,11.65,7.2333,83.1,10,94,9.26,NG,1712878178
395,shagonar,51.5333,92.8,35.53,89,82,4.23,RU,1712878179
396,altamont,42.2068,-121.7372,68.99,35,0,12.66,US,1712878179
397,al khawr,25.7667,51.3167,76.42,53,76,13.31,QA,1712878179
398,karsun,54.1994,46.9827,53.02,90,100,4.65,RU,1712878179
399,mulanje,-16.0316,35.5,67.51,97,100,6.69,MW,1712878179
400,chippewa falls,44.9369,-91.3929,63.37,41,75,13.8,US,1712878020
401,sarmiento,-45.5882,-69.07,53.4,36,0,3.83,AR,1712878179
402,puerto leguizamo,-0.1934,-74.7819,74.57,97,100,3.42,CO,1712878179
403,loudi,27.7344,111.9944,64.26,97,100,2.73,CN,1712877891
404,buba,11.5833,-15.0,75.76,63,0,8.39,GW,1712878180
405,fort saskatchewan,53.7168,-113.2187,57.69,27,100,11.5,CA,1712878180
406,youhao,47.8667,128.8333,52.92,69,84,3.96,CN,1712878180
407,port saint john's,-31.6229,29.5448,59.32,65,8,13.0,ZA,1712878180
408,chamical,-30.36,-66.314,54.59,85,100,4.5,AR,1712878180
409,santa cruz,-17.8,-63.1667,77.05,69,75,11.5,BO,1712878180
410,bel ombre,-4.6167,55.4167,82.24,78,20,6.91,SC,1712878181
411,formosa do rio preto,-11.0483,-45.1931,80.8,58,52,1.21,BR,1712878181
412,hammerfest,70.6634,23.6821,34.25,86,75,9.22,NO,1712878181
413,palikir - national government center,6.9248,158.1611,83.14,79,100,3.44,FM,1712878181
414,chongwe,-15.3292,28.682,68.58,96,89,9.86,ZM,1712878181
415,coquimbo,-29.9533,-71.3436,56.93,88,100,5.75,CL,1712878122
416,ugoofaaru,5.6667,73.0,84.36,73,79,4.61,MV,1712878181
417,griffith,41.5284,-87.4237,57.34,75,40,11.5,US,1712878181
418,gogosu,44.3739,22.5931,55.18,60,1,3.67,RO,1712878182
419,hadibu,12.65,54.0333,80.53,78,95,4.7,YE,1712878182
420,aykhal,66.0,111.5,-14.44,99,100,5.82,RU,1712878182
421,kolonia town,6.964,158.206,84.2,79,100,3.44,FM,1712878182
422,chernyshevskiy,63.0128,112.4714,-14.31,97,20,2.68,RU,1712878182
423,walvis bay,-22.9575,14.5053,62.26,82,5,6.33,NA,1712878182
424,kirakira,-10.4544,161.9205,85.77,67,97,5.12,SB,1712877919
425,taitung city,22.7583,121.1444,75.47,83,75,3.44,TW,1712878012
426,vorgashor,67.5833,63.95,14.81,87,100,22.03,RU,1712878183
427,bedford,52.1346,-0.4663,58.21,92,91,5.99,GB,1712878183
428,necochea,-38.5473,-58.7368,49.5,71,86,7.83,AR,1712877884
429,newberry,34.2746,-81.6187,75.97,65,25,18.54,US,1712878083
430,oodweyne,9.4092,45.064,81.39,56,37,5.88,SO,1712877921
431,codrington,-38.2667,141.9667,59.0,62,99,8.21,AU,1712878183
432,alapayevsk,57.8516,61.6963,46.36,87,100,11.48,RU,1712878184
433,nichinan,31.6,131.3667,62.28,86,100,10.13,JP,1712878184
434,masjed soleyman,31.9364,49.3039,71.91,36,44,2.24,IR,1712878184
435,kudahuvadhoo,2.6708,72.8944,84.58,69,38,4.05,MV,1712878184
436,senador pompeu,-5.5881,-39.3717,77.11,87,100,3.49,BR,1712878184
437,chern',53.4523,36.9145,48.99,72,50,6.91,RU,1712878184
438,jebba,9.1333,4.8333,89.26,55,99,9.78,NG,1712878184
439,juneau,58.3019,-134.4197,44.42,87,75,12.66,US,1712878185
440,robore,-18.3333,-59.75,72.55,98,91,5.32,BO,1712878185
441,bassila,9.0081,1.6654,79.48,72,100,8.03,BJ,1712878185
442,ko pha ngan,9.7578,100.0291,79.48,70,31,16.24,TH,1712877975
443,palmer,42.1584,-72.3287,58.86,81,100,5.75,US,1712878185
444,girua,-28.0283,-54.3497,65.59,95,100,12.66,BR,1712878185
445,turpan,42.9333,89.1667,63.93,26,0,5.35,CN,1712878134
446,camacupa,-12.0167,17.4833,64.08,96,99,0.92,AO,1712878185
447,mazagao,-0.115,-51.2894,80.65,94,71,4.29,BR,1712878186
448,fort st. john,56.2499,-120.8529,49.89,40,100,8.05,CA,1712877979
449,tsiroanomandidy,-18.7667,46.0333,67.87,97,100,2.57,MG,1712878186
450,narvik,68.4384,17.4272,36.81,91,100,3.27,NO,1712878186
451,archangelos,36.2149,28.1149,63.3,77,12,4.38,GR,1712878186
452,trairi,-3.2778,-39.2689,77.61,92,99,5.03,BR,1712878139
453,nikel,69.4128,30.222,32.18,91,99,17.56,RU,1712878186
454,el rosario,24.2556,-107.1828,83.77,25,65,8.93,MX,1712878186
455,tolanaro,-25.0319,46.9987,73.47,88,40,4.61,MG,1712878187
456,serowe,-22.3833,26.7167,60.73,71,82,13.8,BW,1712878187
457,koshki,54.2091,50.4677,52.2,91,100,10.02,RU,1712878187
458,hammamet,36.4,10.6167,58.86,81,77,8.93,TN,1712878187
459,zapatoca,6.8153,-73.2677,70.56,77,66,4.29,CO,1712878187
460,kindu,-2.95,25.95,70.79,93,100,1.59,CD,1712878187
461,susuman,62.7833,148.1667,9.99,92,99,3.0,RU,1712878187
462,sierra grande,-41.606,-65.3557,54.43,45,100,7.16,AR,1712878188
463,aydincik,36.1437,33.3202,65.39,71,4,6.69,TR,1712878188
464,siwa oasis,29.2041,25.5195,67.78,46,0,10.09,EG,1712878188
465,vernon,50.2581,-119.2691,59.61,41,100,2.3,CA,1712877890
466,laramie,41.3114,-105.5911,55.78,23,20,17.27,US,1712878188
467,popondetta,-8.7537,148.2534,77.77,93,97,0.2,PG,1712878188
468,berekua,15.2333,-61.3167,79.09,76,13,11.9,DM,1712878188
469,ikwiriri,-7.9562,38.9716,73.51,96,96,1.99,TZ,1712878188
470,hassi messaoud,31.6804,6.0729,60.66,41,40,6.91,DZ,1712878189
471,rancho palos verdes,33.7445,-118.387,84.42,75,0,16.11,US,1712878189
472,kirensk,57.7853,108.1119,21.96,95,100,5.01,RU,1712877898
473,tashtyp,52.7939,89.8983,32.95,87,100,0.47,RU,1712878189
474,nuku'alofa,-21.1333,-175.2,86.34,74,20,6.91,TO,1712878189
475,brisas de zicatela,15.8369,-97.0419,86.52,70,0,5.75,MX,1712878189
476,sunne,59.8376,13.143,50.41,85,21,6.44,SE,1712878189
477,la'ie,21.6477,-157.9253,80.56,81,100,8.01,US,1712878055
478,porto novo,6.4965,2.6036,81.03,78,78,10.45,BJ,1712878190
479,ilabaya,-17.4208,-70.5133,68.94,68,22,3.65,PE,1712878190
480,taroudant,30.4703,-8.877,73.29,25,5,4.9,MA,1712878172
481,richards bay,-28.783,32.0377,63.88,62,80,12.5,ZA,1712878190
482,midelt,32.6852,-4.7451,54.03,45,16,11.79,MA,1712878190
483,rabaul,-4.1967,152.1721,81.82,77,100,2.3,PG,1712878190
484,nizhniy kuranakh,58.8353,125.4869,32.45,99,100,3.6,RU,1712878190
485,mirny,62.5353,113.9611,-8.77,99,98,3.0,RU,1712878190
486,katsuren-haebaru,26.3369,127.8719,73.09,85,0,6.91,JP,1712878191
487,binhe,32.6883,112.8275,56.84,92,0,4.83,CN,1712878191
488,parabel',58.6978,81.4825,4.91,96,30,1.99,RU,1712878191
489,shambu,9.5667,37.1,61.32,30,49,1.25,ET,1712878191
490,ouadda,8.0777,22.4007,77.31,16,30,5.3,CF,1712878191
491,loiza,18.4313,-65.8802,80.58,78,75,18.41,PR,1712878191
492,zeerust,-25.5369,26.0751,59.27,59,0,3.44,ZA,1712878191
493,murzuq,25.9155,13.9184,72.9,14,5,20.78,LY,1712878192
494,quelimane,-17.8786,36.8883,74.82,85,95,7.43,MZ,1712878192
495,belokany,41.7258,46.4083,53.69,56,54,4.32,AZ,1712878192
496,dukhan,25.4297,50.7858,74.21,72,51,13.09,QA,1712878192
497,nyurba,63.2842,118.3319,-5.69,96,44,4.52,RU,1712878192
498,lata,40.1629,-8.3327,66.92,83,97,3.04,PT,1712878192
499,presque isle,46.6811,-68.0159,46.83,58,100,9.22,US,1712878151
500,champerico,14.3,-91.9167,93.74,66,68,7.7,GT,1712878192
501,taoudenni,22.6783,-3.9836,82.85,10,0,10.71,ML,1712878192
502,la passe,45.5549,-0.8967,55.63,94,48,7.16,FR,1712878193
503,rozhyshche,50.9154,25.2691,52.36,77,0,5.86,UA,1712878193
504,n'zeto,-7.2312,12.8666,79.95,83,100,8.99,AO,1712878193
505,ulsteinvik,62.3432,5.8487,50.9,89,85,13.87,NO,1712878193
506,porto seguro,-16.4497,-39.0647,82.92,78,20,6.91,BR,1712878193
507,bure,10.7,37.0667,69.37,19,61,7.0,ET,1712878193
508,puerto deseado,-47.7503,-65.8938,52.7,54,0,14.72,AR,1712878194
509,tabas,33.5959,56.9244,71.06,22,60,13.76,IR,1712878194
510,bikenibeu village,1.3673,173.1241,87.76,74,20,6.91,KI,1712878194
511,vredefort,-27.0081,27.3646,52.99,49,0,6.29,ZA,1712878194
512,polyarnyy,69.1989,33.4478,31.12,91,100,25.03,RU,1712878194
513,berdigestyakh,62.0989,126.6992,8.4,92,100,9.35,RU,1712878194
514,okhotsk,59.3833,143.3,26.42,91,85,4.45,RU,1712878195
515,sisimiut,66.9395,-53.6735,22.51,90,96,3.04,GL,1712878195
516,kuala terengganu,5.3302,103.1408,80.55,89,40,3.44,MY,1712878195
517,kutum,14.2,24.6667,73.29,14,8,8.72,SD,1712878195
518,scottburgh,-30.2867,30.7532,59.27,58,1,12.37,ZA,1712878195
519,saint-laurent-du-maroni,5.5039,-54.0289,77.77,87,80,3.91,GF,1712878064
520,aquin,18.2833,-73.4,79.66,75,17,3.58,HT,1712878195
521,gwanda,-20.9333,29.0,61.48,83,94,14.0,ZW,1712878196
522,gourdon,44.75,1.5,47.62,93,17,2.64,FR,1712878196
523,wuxi,31.5689,120.2886,59.94,98,100,5.66,CN,1712878096
524,quibala,-10.7337,14.98,65.03,99,99,0.83,AO,1712878196
525,lazaro cardenas,17.9583,-102.2,81.14,63,0,8.25,MX,1712878196
526,murghob,38.1702,73.9667,14.23,64,96,7.25,TJ,1712877977
527,polyarnyye zori,67.3661,32.4981,33.98,86,91,15.48,RU,1712878196
528,arta,39.1606,20.9853,60.44,53,68,6.2,GR,1712878197
529,luwingu,-10.2621,29.9271,63.95,99,100,5.3,ZM,1712878197
530,mahibadhoo,3.7833,72.9667,84.45,74,26,5.44,MV,1712878197
531,manicore,-5.8092,-61.3003,77.76,97,100,0.85,BR,1712878197
532,angaur state,6.906,134.13,82.53,74,68,12.73,PW,1712878197
533,san patricio,28.017,-97.5169,86.09,23,0,11.99,US,1712878197
534,plettenberg bay,-34.0527,23.3716,55.76,70,15,3.76,ZA,1712878197
535,westport,41.1415,-73.3579,60.62,91,100,3.0,US,1712877908
536,safotu,-13.4513,-172.4018,85.15,80,32,11.9,WS,1712878198
537,cole harbour,44.6724,-63.4751,40.96,80,100,5.99,CA,1712878198
538,noumea,-22.2763,166.4572,80.01,99,100,2.98,NC,1712878198
539,alvorada,-12.48,-49.1247,75.52,88,91,3.51,BR,1712878198
540,changli,39.7042,119.1506,59.81,73,1,7.25,CN,1712878198
541,urangan,-25.3,152.9,75.2,78,7,8.99,AU,1712878198
542,hilo,19.7297,-155.09,73.62,98,100,4.0,US,1712878199
543,madang,-5.2246,145.7966,78.58,88,100,3.6,PG,1712878199
544,la plata,-34.9215,-57.9545,56.84,65,53,9.6,AR,1712877992
545,severnoye,56.3491,78.3619,16.99,87,14,3.0,RU,1712878199
546,colares,38.7992,-9.4469,72.59,63,66,7.9,PT,1712878199
547,twentynine palms,34.1356,-116.0542,87.96,11,0,1.99,US,1712878199
548,chefchaouene,35.1688,-5.2636,54.23,64,9,9.91,MA,1712878199
549,kavieng,-2.5744,150.7967,81.79,78,99,3.65,PG,1712878200
550,san antonio,29.4241,-98.4936,85.37,21,0,11.5,US,1712877935
551,kasongo-lunda,-6.4667,16.8167,72.54,97,100,1.25,CD,1712878200
552,cill airne,52.05,-9.5167,52.57,98,100,5.3,IE,1712878200
553,duayaw-nkwanta,7.1724,-2.1028,73.02,94,100,2.48,GH,1712878200
554,la almunia de dona godina,41.4767,-1.3745,60.17,45,17,0.29,ES,1712878200
555,neufchateau,48.35,5.7,48.74,88,92,2.1,FR,1712878205
556,kununurra,-15.7667,128.7333,75.18,57,40,6.91,AU,1712878205
557,kananga,-5.8958,22.4178,73.26,89,100,2.8,CD,1712878206
558,fraserburgh,57.6874,-2.0184,57.11,92,100,14.72,GB,1712878206
559,tortoli,39.9256,9.6572,53.42,62,0,9.22,IT,1712878206
560,valdivia,-39.8142,-73.2459,55.49,77,0,2.01,CL,1712878122
561,ketchikan,55.3422,-131.6461,44.35,81,75,3.44,US,1712878207
562,hasaki,35.7333,140.8333,64.29,82,100,11.83,JP,1712878207
563,huarmey,-10.0681,-78.1522,73.92,78,33,8.46,PE,1712878207
564,lubao,14.9167,120.55,80.67,63,46,6.13,PH,1712878207
565,brookings,44.3114,-96.7984,53.94,52,75,23.02,US,1712878019
566,jutai,-5.1833,-68.9,75.02,95,97,1.72,BR,1712878207
567,sretensk,52.2453,117.7093,43.16,87,100,3.11,RU,1712878208
568,tual,-5.6667,132.75,83.48,71,88,6.11,ID,1712878208
569,cooper's town,26.8667,-77.5167,75.29,89,100,23.94,BS,1712878208
570,guatire,10.4762,-66.5427,73.33,86,2,3.58,VE,1712877958
571,choyr,46.3611,108.3611,45.18,49,14,3.51,MN,1712878208
572,labrador city,52.9463,-66.9114,39.11,70,100,12.66,CA,1712878208
573,al bardiyah,31.7561,25.0865,59.68,86,53,6.17,LY,1712878208
574,velke mezirici,49.3552,16.0122,51.4,64,42,4.97,CZ,1712878208
575,harper,4.375,-7.7169,79.72,85,100,5.48,LR,1712878209
576,chauk,20.8833,94.8167,84.2,31,0,1.41,MM,1712878209
577,lindale,32.5157,-95.4094,71.55,30,0,16.11,US,1712878209
578,wadesboro,34.9682,-80.0767,71.38,88,75,12.66,US,1712878209
579,chubbuck,42.9208,-112.4661,67.89,23,0,11.5,US,1712878209
580,bom jesus,-9.0744,-44.3586,82.04,60,81,1.61,BR,1712878209
581,brody,50.0879,25.1503,49.28,70,60,4.05,UA,1712878209
582,bekobod,40.2208,69.2697,64.09,71,100,8.39,UZ,1712878210
583,lensk,60.7253,114.9278,5.04,89,98,2.89,RU,1712878210
584,alta,69.9689,23.2717,34.86,83,100,48.99,NO,1712878210
585,mortara,45.2473,8.7355,60.71,81,17,0.65,IT,1712878210
586,bilajer,40.5681,50.0378,58.82,51,0,23.02,AZ,1712878210
